MC_Stationary,TD_Stationary,MC_Shift,TD_Shift
-1269.5058593722501,-134.09937195782018,-71.39543360307947,-182.06069624656365
-269.3519828800141,-160.31158969942533,-217.82404019660396,-133.31853817848167
-383.8761298719263,-194.54325096160161,-165.70468338304556,-262.25064785758093
-410.24557896419157,-292.9838947697405,-95.63644884970827,-180.59231819568706
-1060.6863057882322,-207.86240666517946,-127.21942612883484,-206.60592913593504
-242.22544623570354,-164.34379348682558,-110.67509305546284,-126.96410443945311
-244.68100819720098,-142.41263845963638,-191.23723747107533,-155.63532223123374
-228.26804823617715,-91.61236885321986,-141.6973881798292,-253.92052193454558
-306.7264742711694,-218.56102612075654,-150.00688402968072,-126.59833872975588
-289.4423645717858,-108.81099577266954,-100.41403413419269,-152.27647302218801
-223.7176551609263,-180.69362635901072,-690.973047013187,-254.6412027503538
-165.2673140056795,-179.3800253853215,-213.39723164611485,-84.1733649852523
-211.83036080516322,-128.24854077522804,-146.05758642394915,-159.9065657271756
-243.17053220221604,-220.92454574006223,-130.85059162497066,-104.65035174807574
-176.7630251868906,-145.22537401449802,-205.517709497304,-202.26900647744918
-251.5598267921302,-126.38795109280562,-125.51920883390895,-78.74945844767794
-289.9794889723668,-156.95415700286773,-166.77092234808072,-178.6627614226441
-295.4740840283069,-230.6160813521221,-245.37737059582687,-138.9253240841075
-478.0571232471103,-147.0909775477113,-171.36515053619198,-209.49356722669557
-286.4934538039606,-142.70779015404827,-216.2282901223315,-131.78587662544993
-265.6814146451887,-186.41486057599428,-194.3900935806871,-168.9197622327204
-944.642733170004,-92.84438429134812,-107.54743674473042,-90.37887221407414
-341.24951557384327,-226.67757081679042,-129.8211066891201,-165.4235857318785
-233.2885374867441,-152.24423259151638,-120.4496498515952,-118.69606164705188
-304.92454185744015,-164.4560154114105,-206.1647331385384,-125.93493448742808
-204.53470417438655,-142.79840449420377,-201.70124932980167,-208.30157223088477
-229.166931652099,-131.31054912085875,-129.04310506672093,-234.05344651984873
-231.7963483559501,-165.30914091954108,-228.85069417878782,-137.77458629346128
-323.5673780050455,-152.45832365442968,-209.6352736059891,-107.40195323496906
-290.1099731437469,-119.92233279401063,-498.40608594007665,-99.37588561637959
-330.67557366276884,-117.65844503275144,-178.5683319478922,-148.52044074910538
-344.78314155189867,-121.22836061456786,-372.35076283639506,-179.67574065910907
-636.2148323409882,-119.98981594537312,-154.44908143194257,-144.79052607955305
-1327.0951454951257,-185.9426468239128,-121.72673951323588,-217.68115685394244
-75.26106950906106,-182.9068581043306,-153.94065476021768,-121.07676872525931
-343.0296880043005,-189.15899928275383,-158.49001678321522,-110.5791039301022
-116.72818931166587,-281.0522771003856,-751.9886447966546,-98.9134707584843
-277.56213482748126,-256.82221291575627,-225.29711880928483,-152.6116039547205
-96.97915806436379,-142.44272511614275,-229.95035098092632,-175.17283998772885
-710.633248990213,-265.0189755632864,-277.2350585867014,-158.84350458990716
-404.4376733528429,-125.92808499030696,-246.48558967813665,-234.24161805956987
-106.76521803915014,-135.9585809559976,-233.14661567018706,-147.76268507617408
-477.0815406800291,-153.1533109770653,-234.4611570731621,-148.42500128352106
-338.01341046993076,-162.3116440817356,-216.8368589613342,-112.81016192512318
-327.8976795587242,-220.33418538939486,-192.14739025036226,-149.9539848939985
-769.5056600422745,-276.29107970747845,-231.61011365470918,-203.47704064889302
-272.4853276963019,-238.4388283036926,-1012.1307483067078,-146.44434710771307
-160.4495765161227,-259.7925305021127,-71.43323055501472,-188.77500510786317
-292.9557973718258,-173.9311251924969,-208.86676654334684,-209.5590172336385
-397.0022372528599,-213.20923375285406,-152.16255105067265,-180.53193618207635
-569.8157674400591,-182.06199748214937,-179.39386527499332,-70.64034695399751
-110.07231464284179,-228.97745238568257,-150.7670942460945,-179.92750009451925
-645.5100793968913,-236.63936491940842,-147.95395683428512,-115.40549428917038
-113.9638015915389,-244.68327164148175,-220.42534416111508,-289.5939968451021
-196.30671562247727,-268.2481969036959,-154.56399545412893,-218.5570268086648
-416.6590533072487,-310.55625504883096,-107.60843764444897,-158.96060047154174
-119.6848171530726,-329.78081955867685,-169.63407767605042,-114.01568543251568
-426.462102722558,-270.33494831899753,-132.17553626821234,-178.20132530673382
-712.7287330923618,-291.71747192666044,-245.50853593369024,-139.94939879936152
-975.7375764590257,-140.26176783941912,-179.983962566761,-141.93570423390526
-288.2018785018846,-111.96647743014535,-182.13371970164735,-81.57915443874573
-297.7155297656123,-182.74917753795418,-102.7049869026153,-140.68753066431555
-127.33859465303311,-216.88048330227926,-129.2299526073822,-229.91278475943068
-378.56183374615875,-176.88735757953035,-182.64160579964826,-194.91813306981427
-555.3713615753629,-205.11744058768667,-210.34072506152233,-372.1448319461825
-577.0005870614507,-204.7197098655896,-183.56720721964746,-163.80135521528285
-253.17988499933918,-185.74275344068508,-184.41622075762749,-76.61109771753584
-274.4253318725352,-197.5492832234086,-242.46868729929835,-110.71314964403034
-473.95550461279777,-119.63148293728804,-154.2280219210964,-73.29409747073367
-1586.784136900369,-144.56330970726455,-232.7951335183949,-95.45286465959198
-306.6726295701201,-158.50920622396416,-162.67480087748754,-273.2629428200534
-284.0379421090082,-192.67374818924313,-200.4429328786436,-229.67043719645363
-230.8804207792598,-189.31018925432653,-136.5828933191923,-167.53125580497104
-207.56321670512116,-169.12275974475625,-99.80991594691938,-142.20306814407925
-290.16786195461145,-209.5929753411747,-154.98203746837913,-263.6379572855427
-261.3819867831574,-185.77620484962293,-80.89481390836131,-135.63155966796808
-248.58138858101543,-86.62254828473037,-176.2990703465736,-97.41764463268203
-280.40677792137444,-141.54769690575162,-197.74986967755302,-161.04259519424588
-155.06040408563956,-208.7397907214305,-246.59743483161014,-161.2694243611259
-343.64752540799316,-131.6082921452255,-152.79350404313365,-204.8848536213588
-142.4293588434232,-118.90375270056501,-809.8502888341469,-123.30316660317023
-185.37512855080166,-170.73240210082713,-159.58440861100718,-154.24059524259764
-220.56957404590884,-309.9746474194258,-1014.9948774540596,-81.54308382019944
-245.01905742228047,-195.4248818842206,-942.8356741594595,-118.91142200381002
-271.6737173314681,-146.714869501586,-309.1603168026734,-235.90711068223405
-247.61148481176522,-137.79833525559852,-308.38296367529136,-175.72851262642507
-248.1933673135893,-124.07989111051523,-207.51489985227374,-96.23628992856237
-275.6906370519074,-284.45709806936156,-284.73960499556387,-185.51539355241235
-242.6656740152003,-172.6377137817565,-121.15184506998777,-154.5235796616598
-222.78855711708957,-119.63536736416916,-111.57069907908726,-180.28166641182415
-226.8551421434851,-139.58735002106658,-208.52974393479963,-163.50436211589653
-881.9861319442997,-196.6747303259814,-248.98833441234376,-261.3935240302286
-276.1998825518874,-148.18523911820967,-281.9952358858617,-202.72583330311932
-288.4322738273272,-104.09986941513569,-169.85724503128966,-108.91568565740327
-238.7286800169851,-144.5404106546988,-204.64005733146342,-102.10954901860174
-249.36176978487129,-164.29575258446584,-317.06340096545256,-142.73338312235313
-244.96193894433986,-167.38567704313547,-150.7145426347554,-153.76240806527332
-279.44514680899994,-177.7460174136238,-313.27427204254985,-150.28600428034704
-258.5610119526314,-171.64634196827046,-283.35662440737246,-135.67839442887248
-255.73850462287243,-174.77333414063799,-221.03598495393194,-168.47926527434677
-169.8595625689524,-109.12450463494181,-143.22845126763949,-145.45132066302898
-263.48349780968965,-227.9599014124484,-109.45677217501525,-88.5149820097707
-204.5473564519117,-105.63890105270409,-271.0588498116538,-124.33613772114839
-197.28610557313652,-141.62108084992985,-303.426571148176,-173.87780839887603
-245.53823156595496,-205.2839830471613,-199.7732076851467,-202.93534505745157
-225.94669237437856,-112.93501199340673,-319.39367820655144,-180.04726221251127
-251.89743422456843,-132.28520603067471,-228.4886865166501,-160.07304005145645
-211.81928156861008,-215.55764572441433,-269.70692046915474,-117.80928842207122
-278.4569298790373,-218.7922217522844,-312.4911061068988,-187.84095641310097
-267.6911699179931,-131.77356751370294,-318.6648776766773,-161.51199396748632
-223.56037736739296,-237.50856258501878,-447.7176982701267,-147.79311623088498
-152.80369620924296,-271.6111457778102,-159.7916266863825,-146.92753038525166
-191.59306672013932,-208.22750477344258,-229.0540388910702,-178.75977295491518
-292.45812442331646,-162.71912514882277,-317.6499346261605,-243.52937463914384
-91.46060054995894,-181.1381441581602,-260.81771626621185,-134.43859875519183
-176.48199598767155,-162.31747365955044,-226.06774651511392,-121.16180437002055
-244.6188862507516,-139.03980385134534,-306.84204201462586,-219.6582441346001
-246.79075651427144,-180.4251054221997,-244.35480505666902,-168.11354329272785
-207.5495559691755,-109.56035137982221,-85.50735770787182,-280.07166596555527
-261.700343105228,-148.66027601841353,-256.55692867760564,-177.90100846709896
-267.36877479382684,-173.4261784394479,-229.89407445015482,-150.72259556923865
-241.1054494048297,-293.299975290367,-248.32085937003365,-136.23368502026358
-283.9477472043042,-135.17126234134093,-119.28407328824329,-114.51494993953517
-229.1678139728007,-272.9638225999096,-128.2814953015212,-93.35265146234646
-201.92410006640782,-236.9450293314227,-301.81849466940696,-154.86400234952842
-171.10977740944818,-156.29801221889898,-197.33662487759364,-105.39929264101102
-250.05707747554686,-154.59310018254502,-215.7393874466506,-186.87610515572842
-135.7350654392007,-285.3633336213727,-291.7382333364629,-130.50663451000727
-236.82979805676035,-161.3109477715851,-88.6999660622232,-164.82986688989416
-505.5044093681479,-166.17972488781325,-178.56832758852312,-96.30843204464578
-251.89346233417447,-216.41096453480924,-152.36889445006477,-142.07102967018153
-231.75287882905207,-175.43439971356582,-230.3329962497658,-73.01560499018375
-260.6240335165352,-198.80972691182978,-103.08551671538734,-82.4907687405294
-221.45731324604492,-166.7913515359972,-176.24031827850757,-258.5511299489782
-285.04359545547953,-171.19521431669662,-304.0911418881281,-164.89820202144188
-1273.3072370959108,-224.8433075954594,-261.29314631822797,-88.82903248988339
-315.4474653616763,-243.26804976654054,-267.4894125087057,-188.88813336824148
-110.7162693291298,-225.43789863739804,-311.8836019676572,-197.31231193694555
-246.83610663406895,-258.3036068788663,-239.145513843607,-231.1602416092661
-238.85052003374776,-146.09763557842177,-309.26710142541754,-115.90228889857799
-82.5419808414508,-218.8875096859454,-310.7058918488781,-183.6102371046674
-76.18179492143612,-180.5610658004203,-272.89580634325347,-183.9737899097758
-165.88232723076175,-236.10533090038416,-241.03625342139776,-136.5738187118095
-258.2108259351106,-179.2645091552917,-335.429434506478,-171.57691152907205
-256.08382897949025,-164.75572576899083,-303.88457320558365,-187.9665056008177
-278.0403510301365,-188.05183691712853,-303.284374634402,-238.02504163173927
-149.80278448577675,-166.7420657178957,-117.77739741855856,-89.29930811790462
-227.38343403815418,-78.59641612989671,-288.7377031307519,-277.7845856167679
-178.36510914724593,-148.9722232737468,-1296.5835066993336,-153.96277532892861
-320.78124784060145,-107.30199987246712,-221.46628991022175,-144.77263336223984
-268.9038602637147,-189.44651487448243,-222.73426129354004,-119.43200549394822
-235.30334174165134,-169.52927871403824,-276.0810255921354,-159.77048457033595
-121.58279745192532,-181.13812738209532,-161.65278939300362,-255.03806274700105
-172.5259281056688,-208.6513407659759,-239.3138372080848,-189.56106575260586
-1240.8850753424608,-109.74399140567215,-266.78500635757786,-105.11495304895351
-201.9193496846093,-129.3518004966922,-127.12684187186537,-156.52719555388973
-266.2326209019535,-163.40530925413063,-242.57332886573673,-159.21392408089704
-299.7029239904155,-248.54037996813747,-200.62199714688217,-122.64760654424045
-228.3558011154215,-264.190888127315,-302.85102295135573,-121.69751528424783
-319.8805192669956,-167.2301759899364,-262.38061527636023,-174.15763309887353
-211.31202284593962,-304.2690454722041,-226.37436692324866,-179.26131549232997
-248.99603110452196,-133.28260420642104,-273.17090550730944,-161.6186643473836
-318.84490129616484,-141.47739070955234,-331.0608239438556,-153.74588444309853
-280.74967986126074,-169.59198085101391,-293.11205009781395,-217.54007545854432
-245.59224051453305,-140.62135966566777,-233.2947950701323,-232.4801937788228
-317.25818840072213,-233.66052396638415,-248.35952114113968,-152.77027347249503
-263.36866796512436,-101.81484764179581,-335.0218948173209,-165.0384536376904
-254.01278612090405,-109.74124375519187,-284.36803986085044,-152.58408786446358
-253.66266779043974,-101.98791829932793,-272.24654192393456,-118.31141726562277
-285.1152923257652,-117.55770570942882,-306.2847910747895,-198.94617470257475
-304.18931772415925,-124.63158361863614,-280.26736032382996,-221.0189302103813
-279.12362450204023,-190.09210167697773,-245.57479212046678,-194.37884795626059
-291.6593053880159,-144.65600292675066,-260.1022583538872,-168.40865397794295
-253.34869319896066,-154.45237932320245,-300.2048115752998,-250.12074902845723
-255.86000749181636,-136.73713674071504,-229.28355492275062,-153.54744934858508
-263.2913089465417,-223.5402455285956,-280.4015892750542,-146.05736348782457
-943.0189953547989,-217.42848784634018,-326.16557440733885,-159.26278859612557
-296.1501351650496,-177.61646509681012,-360.1543095182903,-202.60280017893209
-1409.3490312498875,-169.5693082824031,-256.2527792434429,-143.99885673108335
-674.5128446655671,-207.41647261506574,-256.7322701969377,-247.1645321897445
-365.2461762439462,-120.00560187194384,-236.807515650151,-135.45010915578243
-411.85280675398866,-114.43924871204973,-250.42271389270286,-100.45427552315908
-295.3764533187997,-127.34438157750515,-329.9127622565717,-144.1796556566065
-311.86268928033485,-160.95903149683866,-311.3713076615991,-90.00644550383038
-331.3151333843208,-202.4778548168122,-233.48612536435942,-184.46451676387454
-352.94191908196353,-79.00823612324471,-309.4402060339098,-135.2011065425948
-331.4689574461475,-172.33261932585054,-312.48154087366294,-118.24938923211243
-350.4610520110517,-127.40200341394126,-234.51217527115978,-234.71768318881254
-326.4731831073475,-99.43788685701833,-268.08594632753807,-233.4081321128974
-314.1224485400286,-114.52168267265773,-333.0569082076933,-90.33178034009127
-183.1993372243035,-159.20044047763588,-217.22169331245198,-257.2245063620424
-108.26896863934687,-128.07086463037393,-325.8414982207828,-291.0229379722787
-437.9825213159894,-321.34873054312067,-251.65295153027188,-252.2852086275978
-220.26921161751284,-127.37943869237439,-276.331583891536,-192.27986516740353
-93.73918575619444,-220.17087016691625,-285.9956899446027,-171.51009467298348
-180.20824885748343,-166.715268011491,-300.69746624495724,-176.0043674128027
-311.48617094611586,-220.92982002003666,-436.6540845439939,-68.76492321632055
-256.15440617131435,-176.9594273848624,-292.125440932465,-159.417809186109
-121.39873149097853,-78.39226442440831,-324.40463267938986,-183.39257877591012
-197.2273643914465,-118.26524522585774,-296.28370206898023,-145.7368651838584
-874.8167152925761,-128.53390883570933,-199.07107856440985,-190.60234486230678
-314.39181099609243,-189.94694074681314,-254.0088152259832,-142.0750627550153
-758.0126663280147,-220.2353410455484,-295.5229579327796,-145.70464991326668
-325.42018608713647,-113.24358424100642,-261.23162591346613,-180.36871616757116
-247.6704960726856,-118.179879962634,-240.9970983227717,-180.07384650173822
-289.86041586034145,-166.97020516053527,-245.2609831865771,-192.4614273479816
-343.6038567545364,-170.29945523021098,-299.3374024025388,-170.50052663438282
-292.1118142097825,-167.21305212456662,-289.801412298515,-196.64312092971238
-281.2432172175533,-65.09813353606019,-258.67270216325164,-156.5961981714076
-1129.047255201466,-200.16831355240873,-260.19986365916424,-161.61269763805427
-246.68873580987577,-293.2028421648361,-266.4538593698233,-101.15397901219382
-337.8900258676405,-108.62998164592378,-256.0221204997353,-236.43013124802866
-275.94551023663314,-200.77662954982353,-293.4253980956073,-128.91124972901218
-1458.7489703832814,-154.28913241086184,-281.3297031392201,-164.2911897042338
-357.80176190264126,-199.31992859868535,-287.70076219474527,-129.17860344828085
-1224.5383775847433,-195.6276866620162,-203.32806856890267,-194.40733598421937
-682.0919443267009,-225.81176232686337,-277.3662401523482,-181.27813446606928
-111.46588681696065,-125.44531483354766,-77.55036203547681,-148.02002455555683
-275.5409955785478,-190.8373828982268,-295.75153527154134,-164.29901483104035
-262.000382520111,-279.2248789587794,-254.69880587940497,-263.27149864746514
-179.55269073704127,-178.46224398679323,-257.1135540324233,-225.75765800878352
-255.00447921518287,-171.70798012614745,-212.21618410881416,-102.82783346936722
-236.9168410699449,-232.4929999039132,-159.6989746672209,-145.20004237400184
-277.7327710492014,-202.84173320191928,-76.95379015278971,-210.67829580114562
-238.11584880606685,-188.63412378655218,-164.64683584694296,-99.95087254577302
-270.83916718544776,-151.49471412344667,-136.75679973931628,-151.97125385875214
-209.9149855739059,-173.63102633593286,-329.0184400597312,-90.93877172803977
-237.8925095633624,-223.0225680159147,-263.9195413771192,-107.53370863742873
-221.38186619302036,-240.44874304361568,-201.49584083080543,-140.9152015691128
-159.04489380794377,-237.7991362919006,-237.4941782616732,-220.52920685488186
-170.59093553020438,-285.9472381605239,-160.05302326574756,-173.39515541029425
-993.8341193507905,-113.9636813825999,-185.22649437955022,-162.58386038129453
-244.21338864871268,-87.96427736244934,-160.02167485135493,-212.36608412186473
-192.36628288019477,-184.28862615534328,-318.7654504449577,-165.2841137188254
-218.13457178524462,-164.22418082153655,-150.57405011623612,-133.71115947527218
-319.90510173222225,-72.95838439299564,-140.55224189853425,-180.66452956243336
-260.6438582195584,-153.10366511616667,-275.56561080202584,-110.94862036348934
-227.0514645845993,-107.7526203923928,-534.7087693731384,-203.9969730647145
-230.60850735280138,-175.4927632891676,-250.9880498162241,-174.18791725998915
-220.87251094802303,-298.4853021412505,-196.56371777989148,-105.20657360225154
-280.27251420078323,-182.1462970065724,-227.4668046383012,-223.7163418927462
-237.8124023549213,-201.34426196998464,-290.68765726854576,-127.77190003532633
-291.74307188685077,-107.98032685610949,-235.4365666555804,-157.43283073817005
-243.62098831354723,-125.04400977318889,-290.8506297213822,-148.62464671883257
-164.61181961423472,-119.51945785708809,-209.50302679028704,-140.95271826380713
-230.64887189920353,-93.61830191061075,-899.1155017055231,-256.84359990370643
-195.3033777611755,-109.18084906965777,-308.0740444355723,-95.89215692748559
-771.1230305083507,-313.63083103352346,-296.55580772246606,-181.30264132941392
-312.720258970752,-126.21708316352769,-288.4021516915966,-141.0082970497181
-255.60099998217441,-119.39724194764193,-169.07512815419693,-187.89637800820094
-313.016636506546,-155.9954202493798,-307.4064828410747,-107.66340522773703
-298.6009892883734,-223.4433344516591,-263.98306645731697,-165.06802943689777
-244.7559753604587,-189.8506379941227,-197.80958766402392,-127.53851870313068
-257.7771877254059,-150.43574866580906,-909.6922730147571,-119.65106264705254
-257.71848771585076,-165.02514212226006,-323.6482301131822,-84.6219225392201
-270.07530034827835,-185.63415894697647,-285.174191358097,-168.4715284558102
-273.2991971583629,-165.56352898431626,-275.6338897995912,-237.18376067616396
-228.9682098080342,-116.66274742043211,-261.7369154229661,-251.40600093908313
-246.14785741425968,-201.81510957081466,-314.070237250022,-165.83545851642222
-250.63912529209526,-241.41033175385755,-303.23293469293367,-195.29966593654433
-1049.0372163240195,-120.44899370678579,-304.92162620929633,-114.30610150074747
-429.2009619749953,-263.1623441506449,-281.44505316966683,-166.90227043016702
-289.8185673910232,-261.0770552026769,-262.66459833361046,-256.2978318230138
-238.32892625009978,-180.8634493288917,-270.5247536867502,-185.69542072640422
-672.3641082261665,-161.81215376105249,-182.37901164312927,-233.12321188166425
-284.028044318511,-179.11318030283837,-288.2671166609882,-245.28740305685602
-248.99798662988462,-119.71283572012439,-265.6209926313537,-200.62929593387446
-264.3534918834464,-131.8603970516495,-296.7587045754972,-182.60020617105354
-260.06487000287643,-103.79058183225591,-302.09023489395247,-142.8648333058863
-273.21353355909514,-200.31736122290704,-120.73402087178677,-128.04787469995927
-253.2387479011868,-178.21751624427864,-232.87511728197023,-137.8524569112248
-296.51492693981334,-180.32598329014752,-294.18756906668693,-264.06302115779346
-246.34023897288392,-174.7018889039061,-306.2532361158054,-178.40186737260893
-230.351345854074,-258.85528234591146,-249.20147970077514,-200.18445606731242
-210.63995474810957,-121.66427037749531,-249.39463553547654,-205.24981594468264
-235.42645304238047,-144.18494086328647,-269.8958255576991,-172.50413112184788
-262.0214743890783,-184.79502635276629,-183.86087690844687,-124.12023904754292
-206.87338617353103,-172.47846158494258,-332.847248072789,-98.63748974124755
-277.3418019711612,-137.71548047623367,-251.1375474803911,-195.11403886710343
-243.7956102518139,-230.9553784074581,-190.62778453286163,-155.6584087089274
-276.5097159276946,-135.65599843364888,-297.9914461468611,-170.98829149637942
-273.1482283300547,-166.2174504657388,-182.0931880406589,-190.91161585578962
-259.87514826899564,-195.7299038204411,-283.60110900647555,-240.56578999752264
-275.93597402225174,-127.48981049847518,-275.3594737080298,-90.86305000311395
-279.6720257989372,-173.22689467007538,-302.38558415253647,-245.36290999380475
-315.9543398995835,-168.79676445805907,-293.83552111033754,-139.70117146059704
-241.39875753146305,-178.71952614496513,-171.72475310395026,-116.64012023136888
-287.18714007604166,-168.34611436325557,-275.85964598397646,-142.52704532136033
-515.6208846826248,-248.8294142002158,-302.24015715856,-171.54956415667087
-1147.9700491342567,-216.29587862562826,-198.08049522173513,-215.48015643689146
-190.53144279011437,-137.03288911924454,-287.456314478252,-88.75241957110335
-186.51706236635525,-219.54447499300238,-320.7833469451817,-163.0933610522834
-167.70415231232386,-145.77026670991432,-282.0344777045549,-79.90557303607807
-179.32016531444455,-236.3279365980309,-246.01594240750165,-75.08093789202721
-165.04609532931042,-123.30821304714208,-299.2051629164938,-136.42136224827956
-192.47724603308708,-136.87490010324186,-110.67308549798886,-220.50524851745342
-174.4787913726396,-176.7370196060009,-244.39542096891225,-205.72460483864205
-270.84345073844764,-167.22502791141196,-209.62625853052833,-200.3805158482081
-148.12999396291985,-91.48508832087809,-268.64898082608346,-166.64327557813044
-200.97902105978986,-186.7335616625281,-267.6531142004836,-174.6150954566289
-156.48478652416264,-127.11195790090153,-202.49601339143632,-59.28391694612186
-216.30711449947233,-114.33091226836015,-276.68261261261273,-123.30282663205637
-144.1538655430754,-98.25796362683317,-272.54568111187126,-156.92178235685745
-152.55732152588513,-203.4857776938162,-236.39002376359838,-123.86241216489034
-212.94782811919652,-184.39076299003426,-990.8783540710053,-174.60997628742814
-136.30733156007625,-121.24397458896105,-245.1933251719048,-154.94293323047341
-134.76339832582815,-104.43104690123873,-172.52802020810495,-193.31212818429347
-255.16536352440545,-161.34412779343597,-105.96612697760438,-213.4022918338
-221.85642415619589,-103.63112665416271,-254.56961603546668,-208.73825790898013
-120.90819320307735,-121.06237530344444,-183.39595137084027,-250.99772348845153
-181.37533615637454,-123.61003215410028,-128.77963722967752,-160.75854886544386
-147.9696296153877,-181.0623292312592,-328.68681783209223,-176.17412205305638
-165.90987722807267,-121.36572576376167,-253.47445234055175,-181.81056831261142
-150.93741879098872,-124.4266082727007,-429.2434530617775,-187.19368100915466
-222.92108084151272,-75.93694791584886,-292.4601664547259,-148.07106786994675
-111.62568069701541,-168.18391606959622,-315.55881706827006,-149.4395328722552
-139.1981711022066,-123.08620456352054,-208.15778864874068,-240.35928644857123
-191.5478554459085,-126.48749509081766,-301.7000048914578,-170.62977557298922
-169.80174690219246,-269.11785426790726,-284.86171469465,-96.0528918043074
-107.30771847400018,-239.87411046853575,-214.68729456214504,-225.240868393286
-206.38404062976454,-160.0021097889607,-142.2934684106948,-182.57793456556942
-117.7597281173229,-184.5215261668892,-243.7555588221496,-165.36941118035077
-163.96394868239582,-203.12430600385755,-223.53183863425372,-139.246034825986
-133.095191542299,-154.79327334414245,-263.03575169282476,-154.74086855148883
-130.17819222379495,-150.38251072155455,-172.98966377020128,-199.40490380765647
-271.12487424693614,-190.77775761170017,-330.66804658459904,-131.88191986512174
-134.77438714591528,-192.40555093634555,-270.1517679126298,-171.553256936972
-156.79706288600264,-215.0585370884059,-350.8979440277435,-148.14375148100248
-210.1150094698151,-292.25513436867993,-322.7136054748506,-208.77050143067297
-222.0101957770866,-163.5163866553378,-310.7631060117338,-121.52689972331082
-144.10145549471082,-156.59961993368398,-300.0372327811895,-219.959279711271
-189.49424166131453,-245.01572656945072,-288.3849063933949,-181.10291996407193
-172.88784660137452,-182.54891687940892,-223.74193232279245,-138.98422634523507
-149.98953264637143,-313.1665215684471,-258.655640167299,-94.07833196586668
-194.01684978309467,-76.22488332376676,-209.76535574196245,-104.48511855262498
-191.4465182094861,-247.3185723324749,-290.6444123314788,-145.09010740049018
-185.38684634253468,-139.71858080685155,-154.40664628945785,-194.3046498698813
-197.57260268584307,-186.2445741082583,-324.0437764737708,-242.8457324319059
-222.47257305137654,-190.38290745934503,-265.2898037514063,-104.91156813618981
-148.62585652299592,-86.9554474897814,-191.8706927169904,-104.43842570753841
-160.357312668903,-138.02612850291518,-320.7645529539344,-282.5568078523438
-182.45121095564153,-154.70172284282643,-595.4967099221499,-215.36375562570146
-199.3560446922559,-132.55925669637006,-177.9880666043373,-294.6063430940152
-182.31978366056782,-143.69066163375442,-308.1456862621789,-274.79427167646634
-135.5773996669343,-182.14860715086232,-175.20609351344063,-307.3887514001823
-230.86150763537103,-77.66754627651707,-301.93552656821896,-180.3120365899557
-299.49286050122146,-262.7238251794907,-283.7049648495372,-239.3751426903355
-164.2159387477471,-194.20457178227923,-206.93545282861922,-303.81515657586675
-148.29545010440597,-114.1925018058702,-217.69786464105627,-303.44607395082977
-170.27641380114176,-141.21391889737095,-288.97404919630907,-187.17156189260345
-168.06517545282205,-165.14299363490335,-290.88624482842613,-279.89164287832443
-239.6658878998217,-121.69893922155227,-225.23685092507336,-204.2998262764571
-174.9375418141916,-187.8306753522239,-283.54417852581616,-157.54561499440254
-160.6733855808141,-216.091413644944,-285.8841098319664,-128.04597263463333
-223.93605850142816,-217.27152297594063,-184.51432299890132,-123.92900379692705
-222.16288691796146,-177.0576807401433,-153.32351043063787,-148.75807031507946
-170.72819793597623,-167.3388741313234,-215.31085753771183,-227.09527309538913
-198.42544949503832,-215.65065641632143,-193.594387569373,-235.79586689748308
-140.02651142326067,-209.0778836345898,-274.9799461165043,-184.57579753668875
-125.25467002070334,-263.7107368724847,-319.7234349161919,-179.3444872232692
-205.45657555742486,-190.94278833456087,-272.77788362648755,-163.9837451639482
-221.71365256378476,-166.22664705847467,-223.74536266855392,-132.7519987388238
-206.74988374599204,-137.67075186558765,-257.40171568400353,-188.4378364069852
-175.7432710110177,-113.5738007433203,-247.73627428793534,-151.55248099584932
-156.7004576803869,-136.52639900025116,-251.9677241481561,-171.21122783953527
-238.02117654520947,-153.45276248572816,-230.23279232525516,-123.62462189601413
-266.6679100835265,-183.19079836743018,-284.26564738809503,-215.20772255981998
-507.7416658612078,-204.24608348024765,-728.9024095697928,-169.9710345389409
-176.05193355755543,-129.14331175865988,-203.82005856311628,-189.70511310702622
-200.3681821926004,-90.82028587597145,-287.42102929939534,-135.73350961187657
-218.80371814805912,-75.95686137797537,-278.92061616022,-242.83899626137813
-194.64951283703437,-114.05368135887105,-287.2822526398881,-169.02503914140243
-217.9505054368069,-143.1706097323455,-220.51875202956091,-123.8188427936032
-146.8696275612445,-181.8491241384981,-118.1228533932169,-192.5702754419253
-169.644642161606,-134.8930907609447,-158.11455824095094,-157.39347709585047
-163.79862182855757,-227.27833190620507,-123.3292636843766,-226.982396712807
-211.18435156898835,-102.47716086445973,-341.8440352779909,-187.65146298889022
-196.3866227608836,-160.6900104668176,-329.981267109432,-162.12091663301044
-173.7226500624908,-167.17670097320905,-281.7287095712383,-200.0804089956354
-202.20161137325533,-228.47911313297948,-293.48153335274355,-113.43695033077705
-164.51946303169257,-219.7946461712648,-719.5534707333499,-236.54628775957963
-219.6359749731736,-212.15814919454553,-113.1478543124888,-106.3643043969189
-168.09915792214122,-194.50542030929068,-172.5242376123816,-138.54482184773514
-213.09001632100336,-170.99388060043339,-264.56730125214557,-159.79585157787614
-235.5333963897647,-136.14538274438712,-199.49050140682726,-156.7522907615825
-232.07333997001263,-258.7960048981127,-280.1256561749569,-129.28915440343317
-169.29404082688032,-118.76824769366675,-252.78327593311835,-187.34879701941543
-185.59220532219047,-113.4783248611845,-204.94653015488672,-153.939316423817
-182.50119057093875,-155.65033809921223,-301.69896237488797,-172.04569112828761
