MC_Stationary,TD_Stationary,MC_Shift,TD_Shift
-354.55132225276225,-131.4332065203942,-237.50058397592326,-666.6595947247949
-96.67928903297761,-137.321813195689,-147.8244245102069,-460.1375836315299
-346.6116868411354,-118.99728852260293,-137.27630505788335,-618.5472663914795
-313.43971698555555,-149.46060413109535,-389.03161559405606,-516.7182626086397
-742.0866610104455,-142.72259646994132,-229.4166728560491,-619.3807500176976
-111.16286768826353,-150.2526562705691,-152.07869560978068,-491.5417507308719
-275.91163387233405,-163.4767573372419,-148.29340179664763,-497.2562405078111
-394.22487933771686,-197.18329328640922,-148.76739853667738,-515.7289855458151
-226.14031003481398,-117.87941151153727,-312.4384646637704,-643.0851650866316
-1456.214067825357,-132.56906363045118,-313.9309539390503,-467.76612472469594
-121.53373456004113,-262.97494931102426,-173.76842208668768,-228.43526108365882
-383.67707820615703,-131.18796131235825,-159.88598620132717,-453.4951564073262
-110.23897009597896,-195.45208820044718,-171.22623274812568,-462.3706077695063
-378.11902766269037,-149.47411843182988,-220.94513128735682,-348.4358205965072
-337.56870534661016,-138.15979207145122,-159.85161102712289,-483.5462898177322
-293.826441905138,-136.99716999960015,-340.2298589457999,-640.8196531781651
-248.11128666722797,-132.9868762425576,-161.85340179485755,-168.76338757325288
-213.46825632653474,-171.31557327488719,-341.73122597873964,-118.63334881251507
-178.38099131287856,-182.9429222623237,-184.72174311782888,-139.8277612711621
-148.78726798812173,-170.82478677140114,-161.43871455671956,-117.19493209408488
-138.8241745489814,-215.74436128860765,-158.6869523321029,-110.59096147086672
-99.6036086862536,-357.441770863831,-164.290264229565,-133.13376325675983
-155.3370789124572,-124.51996206877502,-156.20694100510127,-130.8698770618838
-158.95675176687445,-131.27046522215304,-144.7737802142937,-126.83504308811959
-145.77582099593982,-240.0026706155337,-159.02643778784255,-114.47464926154478
-329.6719947178462,-211.91997121134182,-162.4399992848454,-129.09111217290186
-228.26722550528785,-155.97262172501794,-156.7090727888695,-114.50296071614079
-101.69184491248495,-323.7720152834261,-171.97236330295726,-116.18114638767793
-83.50281341567705,-275.4860018934264,-163.4655495344293,-149.12794118299232
-208.7235233121789,-220.9902838836167,-153.81131458022668,-104.63415701105916
-387.16355838668426,-133.24757380415372,-156.02145122185698,-125.46860593123873
-101.92619501075816,-157.21865895341824,-439.32521018819824,-74.36083536445075
-133.12368422239226,-220.2492502373148,-149.17084542774953,-73.79747553793331
-337.5882527232667,-253.744881765001,-164.25253374867142,-87.28074070603336
-120.85241108740809,-267.0118353820351,-166.62787288310165,-95.80993439165361
-179.7965389319986,-158.76997156889558,-164.98563995249435,-110.08260419619171
-150.90539252896036,-323.59099293940375,-170.75302103038047,-100.14850985647648
-105.31514383204288,-132.40609643905154,-155.4782904323839,-84.0747175607163
-420.68253337282584,-216.40454918867857,-148.69914240777297,-84.35462634089954
-504.1192394425697,-255.45684644168688,-152.31029175626773,-89.38884079349793
-166.037939687434,-273.6117331476183,-152.90379556572557,-83.7385062323557
-197.25664736468164,-291.41141689528473,-320.91541070170376,-83.89544140074334
-155.8321777754798,-183.04285355126913,-149.4727357491813,-81.31225973258047
-313.40544110327835,-278.0197420389372,-161.30425505645644,-70.42303179010574
-273.3712312762519,-182.39499723991753,-312.23934514103473,-92.49181426837345
-491.49791447360195,-201.0483723104943,-149.92075711771423,-86.67364981152335
-144.35332737973172,-181.90152029942658,-147.84058057929903,-79.96769594134598
-184.21369896545474,-209.39079005784882,-574.1592576983826,-88.45164433393438
-215.45758669086808,-225.8064595219633,-160.72050896906552,-79.98301315002263
-799.0223644493246,-161.21993806920227,-321.8223919720405,-94.57068943524493
-142.83905175614672,-166.06092460297907,-143.7748150576963,-84.4165829608562
-1019.3201060963845,-140.72327989306314,-278.35142776961067,-64.5812780239855
-213.9881760406208,-161.7889880821551,-155.43852039323232,-84.50305698660256
-348.1548448759111,-180.84678410035562,-154.3314574380007,-133.48616897633053
-975.0680906465348,-270.63788909005524,-153.2196860731779,-78.64453485120933
-188.91647916048885,-160.42436134138933,-156.4995294096007,-87.38889207232432
-135.03466318822205,-171.47061761266158,-169.16046684226652,-112.07209874046708
-219.48128791070965,-247.70496071166508,-150.03330758197717,-101.43376833289688
-158.00955419475275,-147.76502962462052,-163.14077827131234,-83.44830489793166
-1012.0190761737514,-203.64087209244457,-143.67485210272866,-88.29874031530957
-224.3071368239403,-138.69660352341202,-154.63899786563823,-73.30945968617581
-159.0681749322129,-192.40616032375098,-263.52789296732595,-78.86099163146129
-164.1458700505493,-171.60456719818936,-145.037849564405,-79.77539188528336
-195.24017517530115,-235.49437627302598,-144.6541952300476,-83.96543246534468
-167.72911043775886,-232.3756112721456,-176.82390392597696,-86.3475675036258
-98.536127675996,-148.5518553129534,-161.99074003733747,-76.79415111952233
-197.39117281152318,-163.50400145009775,-154.68724790044408,-90.76001656075935
-154.94377171364653,-244.14915660167335,-140.73874255534338,-95.51696754195488
-181.40777776310279,-183.12918326450773,-201.32284201957947,-81.76890790788474
-141.38145765372266,-193.21961741533804,-165.23400084789404,-75.02990770327978
-119.60220798279295,-250.17270788818834,-152.00769014133192,-94.34661494100868
-223.43483048431722,-174.91236153290083,-161.64573659761388,-78.52253740170256
-92.39759313575442,-187.79028800054257,-164.35919849828622,-80.98894443696176
-141.93008555108577,-199.39030491873567,-174.77153128885323,-129.56513039297934
-200.51432744693176,-146.57898497657249,-165.4683510789666,-100.22054611006219
-207.1088677066724,-147.3068153765288,-163.88143971585913,-85.49663368991422
-82.69980753638289,-277.85080154552725,-156.28477883852804,-89.83549788956341
-255.48019884966206,-211.66902047403377,-162.18763488397414,-82.659656023888
-189.81843245534247,-142.19356348553242,-159.4188791847037,-85.79897994769999
-179.94771670291004,-202.3428434378278,-166.02581549588552,-81.89292317047847
-133.90976933241285,-209.39434636422163,-151.85474065467545,-90.7843706445874
-178.61602133305317,-171.65393938866052,-164.06042459475998,-89.15864125768837
-266.0329936400484,-175.98963213833997,-145.1975619928048,-75.34629751842996
-117.57443746457687,-211.90669011088153,-164.12855853130543,-79.12759882086831
-266.7376286107607,-133.35937312817396,-177.2323710549808,-92.64624354951734
-136.3656538096535,-215.20788313195442,-151.52558885060967,-102.254232671967
-265.6046372390192,-187.70271555323217,-180.57549030575126,-88.64462901105469
-148.9579007179164,-144.8628526801578,-151.40920510498273,-88.75605870415208
-149.601618706197,-233.8436491575727,-157.9744017030971,-78.36666688188096
-136.35349482045848,-127.81886890818203,-462.4744040370316,-131.72333675513215
-232.06675606714902,-185.02466700291723,-150.43732693903598,-117.58650041429723
-171.74773833240783,-169.76150608443598,-184.22734002157083,-105.12959842151079
-136.61231493631615,-161.38645303530913,-156.13983376087967,-82.77590700269664
-158.84603070179782,-161.14084928896597,-151.710339894699,-83.69357386952005
-195.66372641383057,-150.52364826148957,-176.90159056167255,-73.48131671993193
-147.55731529888783,-203.41396616254906,-199.64609938953043,-82.02572247768344
-184.15891800044506,-190.30904010042718,-160.27366976534773,-87.96818975104866
-200.81501144871706,-225.78676328341513,-144.6647005769558,-74.42615054814542
-179.0702496470379,-202.64404715861863,-156.0912021600566,-81.17306804607708
-159.8978789430598,-215.43234946325163,-174.05746680566676,-113.68246942752883
-178.35383764234828,-236.76507559373925,-171.17929798168893,-69.12300361907447
-212.91191008201304,-181.16843173121043,-164.3806218825702,-83.2463248096077
-193.7808385005518,-248.2001471025982,-156.30375018427958,-108.29152094506809
-136.459250663526,-277.87210062042936,-162.562204970002,-94.81598567371279
-163.5344445050736,-223.74959881927694,-190.30732575132342,-73.41205045667921
-129.96848628054514,-182.06465457871116,-176.26312901951502,-68.1747051460039
-168.16393465053744,-306.3677434651852,-239.5729291376258,-76.46293150409142
-126.11445026336355,-188.90485103946918,-158.86491226355687,-68.9887818395976
-177.09451867872417,-306.8105208130664,-157.84540520191757,-88.8744380306722
-178.3029988881794,-312.02004036768045,-211.90296039031293,-68.15581378039624
-200.87126369224586,-257.1188379234701,-153.37180189836766,-109.24777651456233
-294.73883822241027,-250.77300632189628,-185.60827082199935,-90.39905248230022
-213.11840297131852,-301.3206472950089,-179.65606393648847,-75.53108994281972
-119.42556936613119,-195.77468686665648,-240.46694713293954,-93.83356269664736
-159.24497013906273,-132.82300776058594,-158.86636905421494,-75.50694565062471
-297.27048501733987,-117.05966360817479,-151.48776635244488,-94.39485070143328
-318.0170258695828,-135.89068353648037,-164.81173675410602,-71.73232047676086
-226.70304102863375,-145.45210412634952,-165.41532423391013,-82.35879207245726
-165.20159896290693,-229.8528913947818,-156.26856809700394,-82.60979634248005
-215.04151678166397,-169.97955035718712,-154.70140351370028,-84.60581595205176
-111.93746677498235,-104.60332306111714,-178.0001610948361,-82.6632484062219
-164.9466174564,-251.93809265063177,-167.75290755238098,-90.47550756216071
-170.85027826739216,-195.43631842639925,-156.7619205387416,-76.97423514718676
-162.38304805071215,-179.69693638114302,-138.64120297464532,-115.85396282281982
-146.75323663829926,-144.304304854441,-148.96716136313484,-101.67703008965304
-173.00485100569003,-135.28700120474127,-193.16325931347615,-115.83326654047156
-217.92188614483132,-94.53432470807635,-147.51541367019485,-121.95451378090637
-179.0047288436089,-104.34275731399855,-190.5462816136814,-93.60435284727123
-1296.4127135150202,-86.87128235165311,-180.0181030239197,-95.47915867616081
-213.54309205028758,-132.64123170684763,-166.64436371334304,-78.96123933579455
-315.6678184423305,-153.3296219415387,-154.7364543386094,-89.22902793023594
-244.76717615514644,-124.41560605444644,-202.6753329972731,-94.36756066452172
-249.1090432097476,-146.99528679937657,-140.99761152307008,-132.61042623344878
-232.1703411989034,-142.31381604923027,-168.9452434117208,-113.69511045697286
-268.9415752363261,-127.03933058649841,-174.94075823154407,-102.11316148931706
-293.191897230519,-163.27979134746755,-260.3884440334376,-78.60410313662848
-244.29044553161617,-224.3218958152596,-151.07904594263994,-89.24102515645451
-265.16192686507054,-140.31022405634718,-149.2811984055589,-110.17358122955493
-258.4933446334015,-242.55611769956337,-192.3847706136881,-101.9741148607413
-220.05148696438528,-148.24281491516794,-159.6252067412165,-103.64447913856606
-261.2099734239223,-199.12143254306514,-163.18429980397693,-130.47944005412586
-287.4088143720656,-139.00126790827332,-176.11202020792786,-116.24587426403446
-306.5493539558402,-127.13868934795086,-159.76953922188233,-86.43689212934268
-233.9112851833023,-109.28070815402839,-173.0914030282795,-94.52621519765472
-311.9400582376099,-83.42988773118823,-159.39699893933974,-93.62006839281852
-205.8376920201879,-133.5939633612187,-191.04070561488888,-135.07530966278117
-268.467237031685,-181.17447111593532,-146.59424409630103,-82.48892365843544
-283.848507112645,-160.69870775640302,-160.75725646558575,-74.9048156165968
-187.51081612418358,-158.31815734129145,-164.68383347482748,-86.22737196767977
-261.9249984686555,-160.41630340963485,-162.51784455644034,-84.85717431924971
-230.20474731418113,-214.34316791276314,-187.12569439385834,-94.38914872988683
-198.60780311856269,-183.14244091997256,-166.68622623757614,-83.60871622541384
-195.1664108377356,-143.1885740647769,-159.4305121952904,-88.26081435739391
-174.47198521051368,-85.18757611444997,-149.63698026703292,-79.16093158838027
-222.80968244710775,-96.44228969258654,-162.1553214580565,-95.04232160752844
-183.10732973706467,-180.0808905381092,-147.269026054787,-76.2126440129536
-235.60263939007245,-182.87480629426724,-155.25677749307852,-93.08461052998693
-203.97867988933788,-203.60022095916287,-164.42004665300647,-100.06038578466156
-190.272715989891,-211.37081092717804,-163.28083528714575,-98.96194617749886
-221.6394051779493,-140.40140572486615,-166.2552604876003,-138.18681353514802
-228.40650073804534,-112.78814606027862,-157.1611784114455,-86.94491997145491
-185.02243173110196,-130.24382295206408,-165.80290643888748,-87.41561881514033
-224.925221532893,-241.2838138544386,-158.12324854353042,-77.55767640450098
-204.25926211056645,-154.65864773402072,-171.15643830415303,-101.8682829190227
-210.8122190124604,-149.56563671201815,-162.42334376228743,-90.61877322007581
-1274.4522636415747,-185.6185417931312,-155.4553135883708,-83.96704936038657
-260.0674730449448,-109.62319447842356,-144.34054300097148,-87.12876081730984
-220.21857389138472,-191.95383521348523,-148.11222281008259,-101.2380053332979
-278.9642561714364,-187.48429203681022,-198.11558470657098,-95.61104240796996
-225.88522248517086,-206.4937872295947,-171.70767543881112,-117.56609327793987
-256.42182103958163,-239.30883323234474,-174.74418965540076,-113.18828753347529
-213.2471101574356,-212.84221027617474,-157.892767659856,-141.79076120468844
-182.4029688964921,-146.87134444502496,-160.47138745659507,-110.10996854298489
-233.9247065310685,-137.20660315914648,-161.22177493779517,-87.8970819948394
-212.92232735269627,-147.14130785814342,-168.6508148815684,-100.83640771496863
-207.75166541321934,-184.68397838517853,-156.31374301411088,-114.56090712135878
-213.67395459945308,-265.4978345315884,-158.270486864334,-95.48357741184327
-248.1184544975244,-170.26292734969746,-151.00588884494462,-112.19309562938885
-228.59604036278213,-210.06670524757615,-172.10337182685743,-93.70352587076536
-219.07103151027147,-113.44955944237952,-167.8850928976443,-87.77789110216028
-203.78710788697438,-171.0761517858242,-168.380753477618,-97.80835782430123
-270.99629688141226,-179.14372486036737,-141.35959983498296,-70.00225236904541
-261.6591079737426,-142.10265836441067,-176.6142304683299,-97.12813503002181
-184.21246716826414,-138.0157237869,-149.34744150274392,-111.9847464294721
-257.96296934826654,-270.13784115029154,-206.79897885057395,-70.79118525559103
-286.8445627003918,-164.53026739818534,-171.6002691676378,-79.54329737091234
-194.86592055488393,-100.640034829169,-163.43577086398284,-73.7757846603656
-263.45437804534595,-108.62987745591283,-153.15066667514446,-80.87841199743403
-233.78171199603662,-301.82423141255293,-182.23681894075435,-96.65883515986799
-211.79813765393519,-232.8912649470097,-176.55374619124547,-74.85351838225247
-220.84142606655422,-84.95038622188534,-141.84305801037752,-71.03203202269299
-220.83977107420708,-195.65583435583522,-150.16042380755695,-80.09267535855753
-232.70075761848585,-181.13773745105414,-150.8108341825394,-102.73385710461002
-296.80658231159873,-268.05910252182025,-146.546498957609,-93.33415593550043
-242.1836810959481,-282.68501932757795,-182.6755057970043,-77.38092890642118
-253.87948814623104,-284.85820879724247,-150.53287714717615,-92.60318201648599
-292.12174327996667,-168.8667582808264,-154.81703123389207,-90.4963030080772
-201.68874044694587,-237.23815572972603,-164.67232100676344,-78.70519293403862
-223.05491473884396,-159.179419782577,-154.03224650345624,-84.12902168218854
-289.96681869495063,-204.9560177597869,-164.2681465915726,-88.77399332652082
-214.09291372625523,-255.5143341553036,-172.0328894293585,-79.40510874096768
-192.84456248160737,-129.62197186369104,-149.7157761252912,-77.72190082843935
-230.92761432590675,-211.10779090235084,-169.962137553272,-95.3838728153955
-235.47695774918307,-202.84792082718698,-172.7298323917754,-91.61329690022305
-231.20846332133755,-126.15937449748839,-155.2467409651922,-80.29604452719745
-229.74991734212335,-129.10523916059435,-170.36627407194658,-71.54530616172747
-193.44616501766313,-197.02872570385824,-163.49801343379718,-78.26464386936658
-213.68087288235728,-187.1427378308296,-164.25813986570188,-101.90709007097736
-194.04653221226357,-143.38728913938922,-150.43637876934065,-82.30728690341502
-224.21060755266325,-179.8562836809122,-172.24812101027152,-85.47411093192895
-214.5621124615348,-176.81319887533937,-161.81977119552414,-142.30079273607208
-206.17663589918214,-201.9310154313515,-175.75135855988577,-113.6400365988741
-207.32331535749228,-191.18926866519578,-167.07077473055642,-107.5687719446851
-226.48414320263566,-263.0093850127705,-167.06417408637492,-86.91353964705002
-249.26664261438998,-198.7305563879938,-139.31475722594342,-102.31772894208808
-192.9010975975193,-203.10223961358824,-170.87982573202956,-93.07706063057799
-215.52742904335904,-213.17874349436326,-168.85669674558255,-99.35386638608213
-205.26757171576787,-171.83213163733947,-156.9876668069222,-87.5361854477618
-228.54901802022806,-176.5168638625129,-168.6599015542407,-83.41986835817185
-276.1585092109652,-183.9610116403751,-176.4012130365174,-86.06049009504682
-168.06854284222226,-151.31706011808404,-145.63882535073083,-108.9022761117696
-213.17278850178437,-162.83008396098813,-168.84520638790528,-77.23595616240482
-298.56772905966073,-223.0328471068288,-187.3870279266377,-73.28290363697961
-214.70458951842096,-180.4858869103949,-149.13739414103156,-83.84015573712938
-284.09933557711946,-178.2231825243328,-153.60215987068955,-67.75049182098623
-235.79404886924152,-247.01338123137447,-173.88535242542474,-133.2180896817573
-257.04578829354705,-238.88047468808736,-154.52139219800722,-84.98843205703449
-196.10930918237062,-172.1529168837746,-155.5360464539849,-96.98947041323504
-196.93920911856017,-275.81250711730013,-356.0132374344363,-70.27933034374485
-224.05573069629696,-264.64852318206226,-175.25592039240368,-112.10238469965327
-265.71470599502607,-188.27789851405683,-176.40157409295273,-96.41212391858824
-196.41128551078197,-222.1518608463121,-154.24338566735503,-88.09738171562338
-211.52069700315093,-277.6402745503026,-169.27508694075755,-77.84987798380655
-197.95451726750235,-189.98336606561298,-168.28542498007494,-74.49026530366092
-217.3240026705001,-82.22692864452225,-143.25419572108373,-87.48379480298607
-232.0133672985104,-110.55096392469045,-156.47994180404763,-87.29687581159838
-197.08242527637432,-235.06478602896973,-183.93883944048343,-87.80362539655829
-204.70645150299563,-260.930812829558,-165.4931145062538,-111.26956668199223
-273.18049605494025,-81.21435898459563,-165.88874119595263,-100.355336981342
-200.74656508129124,-153.4607487774086,-151.1367592656964,-76.96122449374019
-281.40709329672273,-157.62483355980515,-159.63765114728216,-96.48478789449817
-239.97579432320813,-211.36976911711608,-158.35805327942617,-86.02331606947365
-255.25598350188622,-104.08023101554255,-171.12906236313177,-89.35439771900754
-212.82254731889216,-129.15739729108546,-144.0591927754552,-86.20216432442173
-211.53933255784304,-191.12785842310865,-151.26275548992126,-76.80152135274868
-246.33365443993756,-117.91637085421374,-153.17664814572785,-165.88841075732586
-238.38849007619868,-97.46666654704129,-163.20777666898772,-92.3232433299732
-204.74212227481598,-202.62677046279265,-200.95318558815774,-73.88728740727228
-286.9188841650161,-257.47471717125796,-159.05624876810174,-79.70415123777882
-267.28689694808355,-95.48161315680002,-161.29448414277238,-69.97341220725858
-258.8011075729887,-171.00364947978696,-162.02787477431926,-86.9660244108799
-683.4173189791923,-102.53738753803395,-154.32363848693518,-117.77134687199712
-256.5578652792338,-198.30117602143685,-189.00793867462582,-102.27419107966227
-230.0304125801704,-147.19028881388468,-167.6877275859021,-93.14152042684316
-198.4809650405761,-177.8578021764135,-170.53289372404365,-86.66199020345701
-221.0989696705817,-144.87651700943735,-157.76225509895832,-77.72782213677073
-264.8488937974944,-113.52512391575524,-171.25296716185176,-77.3795093007283
-194.13907117237633,-75.30691361943487,-174.16979051059616,-87.9312900274624
-196.78603940345468,-185.08699894461836,-149.52468710303435,-124.58962477825355
-233.15375150015984,-139.16129680946622,-163.36888065100752,-116.93219011692797
-281.4354137898572,-177.91846035745976,-155.13509476608442,-119.1412111306908
-258.78065063088707,-183.07921176374657,-148.67149017923407,-79.05619811492573
-255.97174558351918,-118.2676160465154,-155.0508611862236,-79.37282703998603
-313.60588210403165,-67.65246446453341,-160.11807909252536,-80.17169924184971
-215.52908192685663,-83.23684602622573,-156.91590121267373,-101.10260762399733
-199.44589664656297,-115.77743443056676,-173.30814274155045,-78.03879883379949
-254.95768834522883,-285.7982769600049,-162.79492651327664,-134.61367816895034
-240.85786687281004,-180.39852218786123,-159.11872800321848,-83.84210683961825
-178.94198329205216,-260.28066630674823,-145.14044937912806,-79.52363632560417
-268.47392979678125,-162.38140326598227,-167.86318739199265,-81.06952852092178
-167.45706111868725,-250.6392551570001,-162.0453226930842,-86.46659577619137
-229.93653237034198,-203.15484642391854,-170.0912009946408,-97.2407035798555
-259.4416649783355,-116.61430503638896,-158.83337554809958,-88.69511116681144
-261.7286109227536,-99.67426219899903,-169.15610863967342,-71.42744164788354
-227.45667787679685,-168.38725916636588,-156.38635753204392,-85.3520446884414
-202.76908944855927,-130.17364584233076,-176.84047583907915,-93.9223537097039
-216.52596631020538,-112.87143750858542,-153.01732534312507,-99.17627843730199
-247.74380296527505,-215.4859661920035,-188.11386153982988,-85.19532952697546
-223.6649215492067,-148.99243774520681,-156.0271741022868,-106.52774970792794
-255.25725447842606,-117.90261334619724,-164.2076322055731,-101.50017638615824
-211.5493485615053,-183.29057790626555,-187.5313836375745,-98.9312334947758
-277.6259849773951,-124.71621707953975,-152.3410036902191,-108.52855280022243
-278.14036686382445,-132.18053831795737,-144.42193484197392,-141.91666933048492
-248.62561940159668,-86.42232681115291,-166.9036483044075,-128.27428603602763
-275.2063089674719,-101.5606633548717,-157.36621706905888,-98.34238319894845
-272.9547470110977,-167.34821169034717,-146.40977178928193,-94.05600632303603
-261.481770396972,-106.3528242393281,-165.2715481539347,-97.74773190342727
-453.3521332672178,-163.973441395456,-154.4338959737047,-105.52733197800762
-219.47143750885755,-202.2876553079606,-150.33610325753875,-96.2319022152759
-222.51429012444643,-201.2009802762189,-143.18551614168393,-77.2413203353475
-247.6284203060221,-172.02085090727385,-173.51862300731923,-88.7211457830102
-230.7760822896907,-96.35764610627767,-157.36783437554072,-101.39890512839611
-202.02859761479738,-254.14175175575332,-177.23696472220553,-122.82600146257008
-194.2756286228424,-208.94912694084724,-154.23547603922574,-85.03518330603265
-285.5794879986891,-73.42005272719612,-147.46019758567388,-98.52660707821813
-232.70245272366142,-179.09385209975395,-155.96147114572258,-85.20407071463237
-245.26494588303385,-201.46820906520765,-168.66766188752322,-125.41205587958582
-240.42063496671705,-210.52208890807623,-157.87904603953598,-72.10776368219186
-223.2009790878621,-185.67988448820395,-147.71283067591884,-78.51477107472277
-212.81131918438868,-125.97787044873384,-162.90550660614008,-74.00857384586797
-223.6686668605606,-117.37510213626607,-158.88490058742954,-102.9828822180401
-268.71975882786575,-204.43526102931034,-172.21166289456247,-81.42769320746487
-180.49077452836985,-154.92935751698766,-164.77469774882547,-82.14749158624514
-199.3396335415148,-218.40241816155068,-149.0243665999504,-83.78431486933661
-207.2648681229884,-125.0851423748932,-151.9021504675952,-95.01143508268959
-283.7623306668444,-80.53735341096618,-160.22571805526417,-93.8069051531314
-272.9511929127817,-154.11675017668173,-144.49473302152347,-96.61988134978623
-713.365082478255,-207.7449193918556,-159.25843445831785,-102.57388733636579
-223.5184008966412,-266.58269404475925,-153.295321523449,-80.00624497232765
-209.33376349554254,-148.27228787727284,-167.6264505823789,-83.22962760912307
-276.05995374094545,-133.59168804794933,-159.91325281264466,-71.43931533599462
-239.58562041108962,-228.40173388735474,-174.06253525099257,-107.49462968198821
-1219.945693136842,-193.63402224533007,-139.46000383852183,-74.13509333055435
-218.25933965159172,-184.8583137007733,-166.8370341948681,-106.6491049686112
-254.21954272413268,-206.05067058226578,-156.0919779970755,-81.78889889760075
-118.60041266255458,-255.214432381414,-159.4413134323479,-84.32907613670369
-146.97945748012546,-169.87703814757714,-143.58645400532563,-78.15596777789717
-173.62012037157027,-141.9228000667834,-178.28665835335315,-75.6317799208851
-148.94849561758144,-201.52357469263066,-154.69996506111474,-77.75818433165821
-179.75459032766463,-213.34974614472412,-176.9397752883822,-88.97675774315702
-120.49638084016348,-229.2698741750504,-138.2760397759569,-69.44168435911007
-152.9861247297074,-192.62848370135217,-169.18843973573684,-91.86088947155943
-151.5435920686965,-196.64993729593436,-161.15888487008328,-109.13407353888635
-132.04436340468197,-157.81175810355109,-185.1327650756231,-74.87121633756507
-245.5370844105301,-227.9346742298544,-145.86430748361983,-88.94628265340037
-207.12868264549087,-196.02025103737398,-161.68097586238298,-95.03124629283869
-106.98492382904594,-195.50945113369824,-184.97549960580753,-75.54152259103908
-153.4490594908997,-118.59710489024417,-165.20724922736386,-74.52387947329834
-139.95746869688105,-193.9796336112834,-153.0852233346284,-86.53623258023967
-188.30402194724368,-120.44064080425431,-164.37880561651764,-78.46800221741444
-259.8129805522873,-140.55581562878453,-149.86144943702752,-71.72401331715082
-153.62197314422403,-131.9853571588399,-149.06571291702969,-83.31563417618571
-191.48212795086764,-116.74241787182208,-156.78432669381482,-68.08678537838179
-175.0223942740798,-183.05955710475683,-189.08672705141313,-138.440960927545
-286.4595089787705,-226.17639165136038,-152.40523681645305,-79.31993866079021
-209.42154415295917,-282.08037676223165,-165.02081955200848,-75.99457607064775
-237.58683817465788,-188.732331464232,-171.11961014260498,-75.44702872566486
-678.2651794220268,-156.72420685127594,-146.71273409967213,-115.45960554945111
-207.61502462990728,-159.71315955827515,-177.3491376466615,-106.84219702111575
-130.50182514424205,-230.94610576608954,-159.3080074043535,-109.353606043956
-114.58127711946895,-118.31842733280564,-158.95958977267193,-88.58228432027582
-151.95244087363602,-142.8798714279098,-159.19315424433051,-89.87906421621126
-185.00136501849119,-254.3144124687107,-162.54736883523296,-78.57699552146028
-204.95930797187404,-166.56962692428633,-167.44128113257204,-79.90760240779414
-259.22308411976405,-260.64162193158796,-162.52792211200023,-78.69977560852888
-131.2802787615686,-127.52530516533699,-145.1472747647843,-72.6554426720125
-168.65792526551874,-233.85460841050838,-160.8029701782739,-78.21077957202476
-170.68909129524855,-221.8858795096902,-155.538647553586,-70.82217936312196
-159.1334019314192,-192.78360811469977,-133.7279126175635,-75.68292518593404
-135.10643671326673,-199.9994780199732,-108.38547455855931,-69.16139100034259
-670.4062253974038,-241.70927716670155,-75.79533500964195,-86.39701217403606
-165.72391770277346,-88.30268425357518,-83.92726556207971,-96.49332478685116
-129.79490588410962,-213.2544800399735,-164.22910099853243,-78.87670490283202
-127.74975147120702,-144.1146102447811,-43.01282717398555,-89.16089423312819
-120.24175996922818,-348.8311341803874,-105.39067935665096,-74.45900450985465
-177.5843654678032,-204.62292766407217,-46.73125583779267,-70.13083078731782
-153.8475911551471,-224.02429749290016,-84.29982276950093,-72.28667517218236
-235.4184843539279,-188.93145248869922,-118.11794855771726,-100.62384704056474
-245.36168512617806,-103.58825953135901,-93.7591178783542,-84.53093189673804
-198.09952685181014,-165.3953522693691,-77.67869954576736,-94.75962519035578
-230.08564149806904,-238.3026890155637,-61.44091860122731,-93.17808542561241
-102.31424129472029,-240.35998793066986,-144.47462479832853,-56.048629596218454
-164.7259408718153,-208.18025691941367,-49.16491112343821,-53.46725214828948
-142.12595808230637,-228.7662593184812,-132.78143490149694,-64.2398448533705
-190.212013905041,-288.0446052137903,-64.95851255885745,-45.53395669709203
-151.32883143663364,-237.71975239382272,-65.06606809376424,-97.086733764446
-241.66536271866408,-220.11610169826952,-38.95260885476583,-54.885752560073385
-178.2620707421135,-200.31442923313801,-105.78830383505007,-45.935081196481306
-1577.7219609613376,-144.2465717462102,-162.67680606214753,-56.83573980774303
-294.77175125520483,-220.31827927698092,-50.47437296711527,-66.02821298478457
-249.59963860894175,-322.0573814281,-204.13558292172337,-54.2783768591625
-298.1531353892535,-194.62796709105646,-70.93438623507754,-53.232403557021314
-644.9297631922025,-161.45423439668514,-41.74239785051281,-77.88572195376398
-271.6512513381241,-185.94094646229186,-142.12958699737553,-59.82554759768442
-243.62009904954635,-268.1489091553635,-109.19417845897893,-42.5904985078724
-262.20527848134793,-163.7029334337903,-97.16964731117868,-45.090664598726285
-317.9279978000421,-155.33757047969075,-108.70632962362873,-68.5260210908704
-257.2124424046168,-241.87064852517878,-114.64707856480669,-44.41446311659657
-232.62404341368028,-119.9436577851007,-110.06554825442979,-58.951761840691155
-238.913692180663,-184.55944786497534,-132.59304170985678,-51.7011205084867
-308.7791204108161,-223.39516175694106,-89.55309362503601,-53.870857752967034
-227.9229615041929,-219.27505981460237,-117.19391285250222,-72.66542643825157
-212.46947972671268,-121.84949616792511,-162.8541326413823,-66.38893841125225
-287.949532460451,-163.04348483419247,-85.18268180387841,-45.9123813007216
-254.87382220274668,-95.55049903578389,-128.07584957681152,-58.04982046906021
-203.93925742855652,-174.56857841834136,-124.70689536774672,-42.673052301703024
-252.10116311403138,-204.78819824865985,-53.340530974120654,-63.19946283091048
-258.6764838524581,-193.93324848590754,-145.14259093661332,-92.99002886680626
-264.50447380406473,-186.55007215527334,-117.60031744483781,-60.32700316818554
